record_id,zone_id,zone_name,road,latitude,longitude,hour,vehicle_density,average_speed_kmh,queue_length_m,road_condition_score,accident_count,pedestrian_density,noise_db,signal_delay_sec,spillover_risk_percent,hotspot_composite_score,hotspot_risk_label,data_category
HOTSPOT-000109,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,1,0.409,14.3,645.7,0.58,1,0.24,92.8,33.8,45.9,51.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000110,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,23,0.288,12.9,490.4,0.77,0,0.33,88.2,16.0,37.4,36.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000111,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,19,0.99,4.5,1579.7,0.69,0,1.0,95.5,100.3,80.8,82.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000112,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,0,0.253,22.2,355.9,0.92,0,0.34,87.1,20.7,26.0,26.8,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000113,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,15,0.682,15.3,1213.0,0.75,0,0.49,85.2,57.8,53.7,57.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000114,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,1,0.335,19.9,463.9,0.83,0,0.41,82.7,36.1,27.7,33.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000115,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,1,0.338,17.7,638.1,0.81,2,0.39,93.6,30.7,58.3,56.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000116,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,3,0.392,29.3,576.4,0.9,0,0.39,82.1,38.5,25.6,30.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000117,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,1,0.389,18.3,717.1,0.72,1,0.36,88.1,17.8,48.2,49.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000118,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,9,0.99,5.7,1684.2,0.64,0,0.97,95.9,107.0,76.2,81.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000119,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,3,0.418,12.7,663.0,0.6,0,0.42,92.3,24.8,44.1,44.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000120,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,0,0.327,19.5,456.3,0.73,0,0.5,87.4,19.3,36.1,34.7,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000121,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,8,0.99,6.8,1730.2,0.56,0,0.76,96.3,113.3,79.1,79.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000122,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,1,0.422,15.5,624.2,0.75,0,0.35,86.6,23.4,37.3,40.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000123,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,22,0.214,36.1,333.6,0.81,0,0.25,81.0,14.7,12.7,16.6,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000124,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,16,0.776,10.4,1346.6,0.67,0,0.66,91.6,67.7,59.2,66.7,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000125,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,13,0.801,9.4,1227.7,0.9,0,0.45,90.1,88.8,59.4,63.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000126,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,5,0.319,24.1,560.5,0.78,0,0.32,80.6,29.4,27.6,30.9,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000127,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,0,0.351,20.3,572.0,0.68,0,0.36,87.6,35.3,34.0,35.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000128,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,3,0.46,15.1,763.0,0.64,0,0.31,86.7,46.3,40.5,44.3,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000129,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,6,0.354,16.4,571.7,0.57,0,0.46,90.5,17.4,39.5,39.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000130,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,11,0.99,9.3,1594.6,0.93,1,0.75,90.9,111.3,77.9,85.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000131,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,11,0.99,7.2,1728.9,0.7,0,0.66,89.2,116.0,69.7,77.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000132,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,14,0.835,7.4,1417.6,0.57,0,0.54,95.1,91.0,66.8,71.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000133,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,6,0.314,16.7,581.9,0.71,0,0.29,88.5,11.8,34.8,35.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000134,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,12,0.75,13.9,1318.0,0.73,0,0.61,87.9,72.6,59.8,62.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000135,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,3,0.413,21.4,729.5,0.78,0,0.36,84.5,20.8,36.2,37.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000136,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,8,0.99,4.3,1579.7,0.85,0,0.69,92.1,114.1,74.0,78.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000137,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,20,0.99,6.5,1579.7,0.76,0,1.0,90.3,98.4,74.0,80.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000138,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,9,0.99,4.2,1720.1,0.61,0,0.92,95.3,120.7,79.7,82.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000139,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,8,0.934,7.6,1534.2,0.76,0,0.81,88.5,108.6,70.3,76.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000140,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,0,0.316,14.4,579.6,0.62,0,0.44,88.2,33.7,39.0,39.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000141,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,20,0.99,4.9,1570.7,0.67,0,0.91,93.5,106.1,75.2,81.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000142,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,17,0.99,5.3,1686.0,0.67,0,0.71,92.2,112.0,79.6,79.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000143,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,19,0.99,9.6,1723.3,0.8,0,1.0,86.1,115.8,73.5,78.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000144,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,18,0.99,6.0,1580.2,0.58,1,0.86,99.6,111.3,82.9,90.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000145,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,12,0.866,6.1,1382.5,0.7,0,0.64,97.0,93.7,67.3,72.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000146,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,4,0.385,21.2,662.0,0.91,2,0.3,94.2,27.6,54.1,54.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000147,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,17,0.99,5.6,1723.5,0.75,0,0.91,92.5,99.8,80.0,80.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000148,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,8,0.935,12.1,1577.4,0.8,0,0.81,87.9,108.7,70.4,73.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000149,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,2,0.462,20.1,772.5,0.73,2,0.45,92.1,41.8,58.5,61.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000150,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,20,0.99,6.7,1633.4,0.89,0,1.0,91.5,119.9,74.3,79.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000151,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,4,0.495,11.5,827.6,0.63,2,0.52,97.4,48.3,66.1,70.1,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000152,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,21,0.99,5.1,1542.9,0.58,0,0.96,94.2,105.1,80.9,82.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000153,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,21,0.99,4.4,1692.5,0.74,0,0.94,94.4,98.5,80.2,81.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000154,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,14,0.753,12.6,1153.1,0.82,1,0.68,90.5,84.3,67.6,71.7,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000155,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,6,0.271,35.8,384.6,0.8,0,0.46,79.0,12.9,18.3,21.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000156,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,20,0.99,9.2,1542.2,0.82,0,1.0,88.5,119.5,73.2,78.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000157,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,7,0.25,24.8,372.3,0.79,1,0.26,87.5,19.3,35.0,35.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000158,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,9,0.99,7.2,1572.5,0.8,0,0.85,89.8,118.5,75.0,78.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000159,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,23,0.23,19.9,308.9,0.69,0,0.45,86.1,13.5,29.6,29.5,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000160,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,21,0.99,4.5,1641.5,0.67,0,0.91,96.7,112.8,74.2,81.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000161,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,20,0.99,5.2,1606.8,0.6,1,0.81,100.8,122.7,85.0,90.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000162,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,19,0.99,4.0,1574.4,0.67,0,1.0,96.8,110.4,74.2,82.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000163,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,9,0.99,6.8,1721.8,0.74,0,0.9,90.2,100.3,80.0,79.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000164,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,13,0.748,15.6,1134.5,0.92,0,0.46,85.3,82.5,55.0,57.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000165,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,11,0.99,4.0,1684.0,0.62,0,0.67,94.2,121.8,78.7,80.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000166,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,4,0.487,16.1,769.2,0.62,0,0.52,88.6,32.8,40.4,46.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000167,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,13,0.622,12.7,1047.6,1.0,0,0.75,87.9,44.8,57.0,55.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000168,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,20,0.99,4.0,1680.3,0.73,0,0.91,96.3,117.9,72.5,81.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000169,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,22,0.243,15.9,460.1,0.65,0,0.32,88.5,10.1,27.3,33.1,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000170,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,19,0.99,4.0,1572.6,0.59,1,1.0,100.0,104.9,86.0,93.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000171,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,12,0.67,14.5,1014.8,0.8,0,0.7,87.2,71.6,55.2,56.5,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000172,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,9,0.99,4.0,1679.3,0.67,0,0.78,93.5,103.8,80.4,80.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000173,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,19,0.99,4.0,1673.3,0.69,0,0.94,96.1,103.8,74.2,81.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000174,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,21,0.99,4.0,1568.0,0.63,0,0.92,94.8,108.2,81.1,82.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000175,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,7,0.292,15.0,519.5,0.68,0,0.37,89.3,26.1,36.3,36.2,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000176,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,8,0.99,8.0,1602.8,0.74,0,0.85,91.2,120.9,75.1,78.3,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000177,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,9,0.99,6.0,1592.2,0.84,2,0.74,96.4,113.8,88.5,97.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000178,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,10,0.99,4.2,1565.5,0.66,0,0.83,96.0,120.6,73.2,81.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000179,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,3,0.398,20.4,670.0,0.81,0,0.48,87.9,17.7,36.0,38.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000180,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,14,0.736,7.4,1310.7,0.62,0,0.63,92.8,75.8,65.4,67.0,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000181,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,8,0.99,7.1,1700.0,0.78,0,0.73,95.2,114.8,69.3,77.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000182,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,20,0.99,6.2,1616.4,0.82,0,0.77,94.7,115.1,75.3,78.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000183,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,2,0.41,14.3,642.7,0.5,0,0.46,87.9,25.6,37.1,44.0,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000184,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,9,0.99,8.4,1665.8,0.81,0,0.79,94.4,107.3,72.4,77.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000185,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,19,0.99,4.6,1700.0,0.62,0,0.96,93.7,104.2,73.5,82.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000186,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,6,0.245,36.1,450.9,0.92,0,0.42,79.1,26.6,22.2,19.4,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000187,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,22,0.221,20.4,382.1,0.74,1,0.25,89.2,18.8,35.2,37.6,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000188,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,10,0.99,5.9,1646.1,0.52,1,0.85,98.7,104.1,84.0,91.1,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000189,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,14,0.706,13.7,1131.3,0.81,0,0.47,91.8,69.1,52.9,57.6,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000190,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,0,0.361,16.9,538.4,0.66,1,0.41,92.2,35.5,48.4,48.1,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000191,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,15,0.64,20.5,1015.5,0.86,0,0.65,86.2,56.3,45.7,50.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000192,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,19,0.99,6.1,1604.3,0.63,0,0.98,99.8,121.4,75.7,81.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000193,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,17,0.99,8.3,1562.1,0.78,0,0.72,91.2,101.4,75.5,76.7,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000194,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,0,0.33,13.5,567.2,0.62,0,0.53,86.6,28.3,41.4,40.7,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000195,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,10,0.99,5.2,1705.9,0.8,0,0.85,91.7,108.0,78.7,79.6,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000196,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,6,0.357,11.1,603.7,0.65,0,0.31,91.5,27.4,41.2,41.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000197,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.9194,77.648,10,0.99,5.2,1645.2,0.62,0,0.91,93.3,99.9,74.5,81.4,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000198,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,5,0.349,18.2,502.2,0.87,0,0.3,84.5,25.6,32.6,34.2,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000199,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,17,0.99,4.0,1706.7,0.6,0,1.0,96.8,121.2,79.0,83.0,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000200,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,10,0.99,5.0,1700.2,0.62,0,0.74,97.1,108.7,73.3,80.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000201,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,12,0.69,20.6,1111.0,0.96,0,0.66,84.7,62.7,45.4,52.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000202,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.9719,77.6412,2,0.402,21.5,649.1,0.78,0,0.39,81.2,42.9,37.5,36.8,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000203,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9176,77.6238,11,0.99,5.6,1625.8,0.61,0,0.95,99.8,98.4,81.8,81.5,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000204,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,22,0.256,15.0,418.7,0.56,0,0.46,86.5,18.9,34.7,35.5,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000205,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.8452,77.6602,7,0.265,33.5,376.3,0.93,0,0.3,82.5,26.8,23.0,20.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000206,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9982,77.6926,12,0.802,6.4,1400.6,0.52,0,0.67,91.6,93.4,67.8,71.8,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000207,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,12,0.854,10.1,1373.9,0.87,0,0.75,87.8,80.4,62.2,69.2,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000208,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.9569,77.7011,11,0.99,7.3,1646.8,0.8,0,0.79,94.8,102.3,73.8,77.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000209,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.926,77.6762,22,0.265,15.1,411.5,0.63,2,0.23,95.4,23.7,55.3,53.4,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000210,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,9,0.99,5.7,1594.3,0.91,0,0.9,93.2,105.1,79.9,78.9,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000211,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,18,0.99,7.3,1624.9,0.73,0,0.85,91.6,113.2,72.7,78.8,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000212,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,0,0.305,23.7,525.8,0.77,0,0.2,81.3,23.9,29.5,29.3,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000213,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.0358,77.597,16,0.756,11.3,1277.0,0.82,0,0.61,88.9,84.8,64.3,63.3,HIGH,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000214,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.9756,77.6066,7,0.245,21.1,491.1,0.9,0,0.38,86.4,14.3,25.1,29.0,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000215,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.9863,77.7314,21,0.99,5.1,1670.0,0.72,0,0.97,91.2,109.9,79.0,81.2,CRITICAL,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000216,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.9352,77.6245,6,0.273,21.4,481.5,0.73,0,0.2,83.9,10.5,29.6,29.5,LOW,SYNTHETIC BENGALURU HOTSPOT
HOTSPOT-000217,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.0238,77.5529,5,0.398,17.3,716.0,0.76,1,0.5,90.3,41.4,52.5,50.9,MEDIUM,SYNTHETIC BENGALURU HOTSPOT
